article_id,source_id,source_name,author,title,description,url,url_to_image,published_at,published_at_parsed,content,article_type,category,title_length,description_length,content_length,estimated_word_count,has_image,has_author,published_year,published_month,published_day,published_hour,published_day_of_week,published_week,published_date,title_word_count,description_word_count,content_category,engagement_score,created_at,updated_at
502646951023727841,,NBCSports.com,Josh Alper,Change to Broncos running back rotation worked out well on Monday night - NBC Sports,J.K.,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/change-to-broncos-running-back-rotation-worked-out-well-on-monday-night,https://nbcsports.brightspotcdn.com/dims4/default/081f7b6/2147483647/strip/true/crop/3112x1751+0+0/resize/1440x810!/quality/90/?url=https%3A%2F%2Fnbc-sports-production-nbc-sports.s3.us-east-1.amazonaws.com%2Fbrightspot%2Fd6%2Fc0%2F197241774edfbf6bd121b94f437b%2Fhttps-delivery-gettyimages.com%2Fdownloads%2F2237828239,2025-09-30T11:14:08Z,2025-09-30 11:14:08.000000,J.K. Dobbins became the first Broncos player to run for more than 100 yards in a game since the 2022 season and Monday nights performance came after the Broncos tweaked the way theyre using their run… [+1331 chars],headlines,,84,4,214,38,1,1,2025,9,30,11,Tuesday,40,2025-09-30,15,1,Sports,380,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
524786531579809627,,The Denver Post,Tiney Ricciardi,Fort Collins beer stalwart will close its taproom this winter,"A stalwart Fort Collins brewery is shuttering its taproom after 15 years, but its beers won’t disappear completely.",https://www.denverpost.com/2025/09/30/funkwerks-fort-collins-taproom-closing/,https://www.denverpost.com/wp-content/uploads/2025/09/funkwerks-350097184-10259284.jpg?w=1024&h=765,2025-09-30T16:56:00Z,2025-09-30 16:56:00.000000,"A stalwart Fort Collins brewery is shuttering its taproom after 15 years, but its beers wont disappear completely.
Funkwerks, which carved out a niche for its farmhouse-style ales, announced Tuesday… [+2002 chars]",headlines,,61,115,214,32,1,1,2025,9,30,16,Tuesday,40,2025-09-30,10,18,General,682,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
618130445854985238,,Notateslaapp.com,Karan Singh,Tesla Quietly Modifies HW4 (AI4) FSD Computer Hardware - Not a Tesla App,"Tesla's latest HW4 computer features fewer components in a push for efficiency. While seen as cost-cutting, the changes point to a simpler, integrated design.",https://www.notateslaapp.com/news/3188/tesla-quietly-modifies-hw4-ai4-fsd-computer-hardware,https://www.notateslaapp.com/img/containers/article_images/2023/hardware-4-2.jpg/eaf0f3a4f4569e2282a17c2d0ae9b64a/hardware-4-2.jpg,2025-09-30T14:58:00Z,2025-09-30 14:58:00.000000,"September 30, 2025 
Tesla’s relentless drive to optimize its manufacturing process is a core part of its corporate identity, and a look at the newest iterations of its FSD hardware proves that no co… [+13432 chars]",headlines,,72,158,215,36,1,1,2025,9,30,14,Tuesday,40,2025-09-30,13,24,AI,615,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
687474032737201985,,Blizzard.com,Unknown,33.6 Patch Notes — Hearthstone - Blizzard News,"Preview Hearthstone’s upcoming Across the Timeways expansion, check out the big Battlegrounds update, and explore what else is new in Patch 33.6.",https://news.blizzard.com/en-us/article/24232759/33-6-patch-notes,https://bnetcmsus-a.akamaihd.net/cms/blog_header/xb/XBUT21T86CY51758411254241.jpg,2025-09-29T16:55:00Z,2025-09-29 16:55:00.000000,"Patch 33.6, launching today, starts the countdown to Hearthstones next expansion, Across the Timeways, and brings a huge update to Battlegrounds!
Pre-Purchase Across the Timeways
Get ready to trave… [+30971 chars]",headlines,,46,145,215,31,1,0,2025,9,29,16,Monday,40,2025-09-29,8,22,General,783,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
752523603299966158,,Socialnomics.net,Socialnomics Trends,The Ways Mobile Technology Keeps Changing Gaming,The Ways Mobile Technology Keeps Changing Gaming A quick glance around any cafe or living room makes it obvious: phones have turned into mini entertainment centers. What used to require a hefty computer or a dedicated box beneath the TV now sits in the palm o…,https://socialnomics.net/2025/09/30/the-ways-mobile-technology-keeps-changing-gaming/,https://socialnomics.net/wp-content/uploads/2025/09/extracted_image.png,2025-09-30T17:00:54Z,2025-09-30 17:00:54.000000,A quick glance around any cafe or living room makes it obvious: phones have turned into mini entertainment centers. What used to require a hefty computer or a dedicated box beneath the TV now sits in… [+4623 chars],headlines,,48,260,214,38,1,1,2025,9,30,17,Tuesday,40,2025-09-30,7,46,General,564,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
894958680861989134,nbc-news,NBC News,Zoe Malin,Amazon Prime Big Deal Days 2025: The Best Early Deals To Shop Now (October Prime Day) - NBC News,You don’t have to wait until October 7 to save — here are the top early Prime Day discounts live today.,https://www.nbcnews.com/select/shopping/early-deals-october-prime-day-2025-rcna234000,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-09/250916-amazon-prime-day-deals-bd-main-dd9cdd.jpg",2025-09-30T16:07:02Z,2025-09-30 16:07:02.000000,"Amazons October Prime Day, Prime Big Deal Days, is less than a week away this year it runs from Oct. 7 to 8, and, like years past, its exclusive to Prime members. But that doesnt mean you should wait… [+10424 chars]",headlines,,96,103,215,41,1,1,2025,9,30,16,Tuesday,40,2025-09-30,19,21,General,242,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
963503338941398422,,Biztoc.com,pymnts.com,From Vibes to Vibe Working: This Week’s Big Tech AI Moves,"Meta, Microsoft and Google DeepMind each detailed new artificial intelligence initiatives this week, underscoring how the technology is becoming a regular part of product strategies rather than a separate experiment. The announcements spanned consumer…",https://biztoc.com/x/e70adf4dd506255a,https://biztoc.com/cdn/950/og.png,2025-09-30T16:51:13Z,2025-09-30 16:51:13.000000,"Meta, Microsoft and Google DeepMind each detailed new artificial intelligence initiatives this week, underscoring how the technology is becoming a regular part of product strategies rather than a sep… [+130 chars]",headlines,,57,252,213,31,1,1,2025,9,30,16,Tuesday,40,2025-09-30,11,34,AI,348,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1074616667585781360,polygon,Polygon,Patricia Hernandez,5 under-the-radar games to check out in Steam's big autumn sale - Polygon,"From short and sweet summer adventures to the coolest action games you've never heard of, Steam's sale has got plenty for the discerning PC gamer",https://www.polygon.com/when-is-steam-sale-autumn-what-to-buy-pc-gaming/,https://static0.polygonimages.com/wordpress/wp-content/uploads/2025/09/shooter2.JPG?w=1200&h=675&fit=crop,2025-09-29T20:16:00Z,2025-09-29 20:16:00.000000,"It's that time of year again: Logging on to Steam and spending some money on a bunch of discounted games we may never play. The Steam autumn sale is here until Oct. 6, so you have a week to peruse yo… [+4132 chars]",headlines,,73,145,214,43,1,1,2025,9,29,20,Monday,40,2025-09-29,13,25,Sports,475,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1112881827901521605,,Deadline,Melanie Goodfellow,SAG-AFTRA Responds To AI Actress Tilly Norwood Furore: “Creativity Is & Should Remain Human-Centered” - Deadline,SAG-AFTRA Responds To AI Actress Tilly Norwood Furore: “Creativity Is & Should Remain Human-Centered”,http://deadline.com/2025/09/sag-aftra-responds-ai-actress-tilly-norwood-1236565959/,https://deadline.com/wp-content/uploads/2025/09/MixCollage-25-Sep-2025-10-53-AM-6889.jpg?w=1024,2025-09-30T12:24:00Z,2025-09-30 12:24:00.000000,"Hollywood’s powerful actors union SAG-AFTRA has responded to controversial news, which Deadline broke over the weekend, that talent agents are looking to sign AI-generated actress Tilly Norwood for r… [+2773 chars]",headlines,,112,101,214,31,1,1,2025,9,30,12,Tuesday,40,2025-09-30,16,14,AI,726,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1167898513889799477,,Forbes,Kerry A. Dolan,Early Facebook Investor's Fortune Doubles Thanks To Crypto Bet - Forbes,"Venture capitalist Jim Breyer made his first billion two decades ago. Now, with his two sons as partners and a tragedy behind him, he’s got plans to reinvent healthcare.",https://www.forbes.com/sites/kerryadolan/2025/09/30/facebook-made-him-a-billionaire-now-this-venture-capitalist-is-back-with-another-grand-slam/,https://imageio.forbes.com/specials-images/imageserve/68d6c0f38cbb4ace3351913f/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-09-30T10:30:00Z,2025-09-30 10:30:00.000000,"Itsthe middle of August, and venture capitalist Jim Breyer has travelled from his home in Austin, Texas to his gated compound in Pebble Beach, California to catch some of the Monterey Car Week events… [+13347 chars]",headlines,,71,169,215,36,1,1,2025,9,30,10,Tuesday,40,2025-09-30,11,29,General,562,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1229204380249858122,,Rock Paper Shotgun,Edwin Evans-Thirlwell,"As Square Enix release Final Fantasy Tactics: The Ivalice Chronicles on PC, I renew my demand for my mate Richie to return the PSP copy I lent him 15 years ago - Rock Paper Shotgun","*cavernous, torturous, 20-second-long sucking-in of breath*",https://www.rockpapershotgun.com/as-square-enix-release-final-fantasy-tactics-the-ivalice-chronicles-on-pc-i-renew-my-demand-for-my-mate-richie-to-return-the-psp-copy-i-lent-him-15-years-ago,https://assetsio.gnwcdn.com/1_rsZ1BVi.jpg?width=1200&height=630&fit=crop&enable=upscale&auto=webp,2025-09-30T10:41:50Z,2025-09-30 10:41:50.000000,"*cavernous, torturous, 20-second-long sucking-in of breath*
RICHAAAARRRRD. RICHAARD WAAAAALKER. RICHARD WALKER, DEPUTY EDITOR OF XBOX ACHIEVEMENTS. RETURN IT TO ME, RICHARD. RETURN WHAT IS OWED. YOU… [+3011 chars]",headlines,,180,59,214,28,1,1,2025,9,30,10,Tuesday,40,2025-09-30,35,6,General,492,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1313038612576663825,,GlobeNewswire,Epiq Systems Inc,Announcing Epiq Counsel Legal Operations Program,Epiq announced today the launch of its Epiq Counsel Legal Operations Program to provide flexible legal talent access to the subject matter experts.......,https://www.globenewswire.com/news-release/2025/09/30/3158975/10374/en/Announcing-Epiq-Counsel-Legal-Operations-Program.html,https://ml.globenewswire.com/Resource/Download/ef240644-214d-413f-8c5d-b7a1e40f0def,2025-09-30T17:07:00Z,2025-09-30 17:07:00.000000,"NEW YORK, Sept. 30, 2025 (GLOBE NEWSWIRE) -- Epiq announced today the launch of its Epiq Counsel Legal Operations Program to provide flexible legal talent access to the subject matter experts in Epiq… [+3099 chars]",headlines,,48,153,214,35,1,1,2025,9,30,17,Tuesday,40,2025-09-30,6,23,General,858,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1313685892650394083,,ZDNet,Matthew Miller,My favorite Apple Watch Ultra 3 feature is one I hope to never use,"The Apple Watch Ultra 3 supports satellite connectivity, letting users share their location and send texts miles away from network coverage.",https://www.zdnet.com/article/my-favorite-apple-watch-ultra-3-feature-is-one-i-hope-to-never-use/,https://www.zdnet.com/a/img/resize/0e2fbaf832acbcb02202504136b1eafa512c2345/2025/09/29/1359e2e4-5bfb-45e5-80a2-2ff138cbef68/awu3-satellite-trail-run7.jpg?auto=webp&fit=crop&height=675&width=1200,2025-09-30T16:36:00Z,2025-09-30 16:36:00.000000,"Matthew Miller/ZDNET
ZDNET's key takeaways 
<ul><li>The Apple Watch Ultra 3 satellite service is free for at least two years.</li><li>No extra apps or services are needed for family and friends and… [+3477 chars]",headlines,,66,140,214,32,1,1,2025,9,30,16,Tuesday,40,2025-09-30,14,21,General,710,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1345554051556867360,,BuffaloBills.com,Unknown,'Bring the storm' | Buffalo Bills announce White Out plan at Highmark Stadium for SNF vs. Patriots - BuffaloBills.com,"The Bills White Out at Highmark Stadium will reflect the debut of Buffalo's all-white ""Cold Front"" Rivalries uniforms",https://www.buffalobills.com/news/bring-the-storm-buffalo-bills-announce-white-out-plan-at-highmark-stadium-for-snf-vs-patriots,https://static.clubs.nfl.com/image/upload/t_editorial_landscape_12_desktop/bills/vdijtkxkryqxlypygciq,2025-09-30T15:46:17Z,2025-09-30 15:46:17.000000,,headlines,,117,117,0,0,1,0,2025,9,30,15,Tuesday,40,2025-09-30,19,18,General,816,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1349787833962906031,,Sports Illustrated,Daniyal Malik,Riot Shuts Down Rumors Of Deconfirmed 2XKO Champion After Teemo's Reveal - Sports Illustrated,"Riot’s latest Teemo reveal trailer for 2XKO shows Kennen in the background, but the team confirms he could still become a playable Champion later on.",https://www.si.com/esports/2xko/riot-shuts-down-kennen-rumors,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1920,h_1080,x_0,y_0/c_fill,w_1440,ar_16:9,f_auto,q_auto,g_auto/images/voltaxMediaLibrary/mmsport/esports_illustrated/01k6bjrpkga7fgd876qd.png",2025-09-29T21:03:55Z,2025-09-29 21:03:55.000000,"As we gear up for the 2XKO Early Access and the huge stream of players that'll join the fray alongside it, Riot decided to drop a teaser to give us a taste of the update. They recently posted a revea… [+3015 chars]",headlines,,93,149,214,42,1,1,2025,9,29,21,Monday,40,2025-09-29,14,25,Sports,561,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1562832447844130283,,Yahoo Entertainment,Peter Laca and Vinícius Andrade,Emerging Stocks Set for Best Run of Gains in Over Two Decades,Hong-Kong listed Alibaba Group Holding Ltd. and Tencent Holdings Ltd. were the biggest advancers alongside chipmaker Taiwan Semiconductor Manufacturing Co. ...,https://finance.yahoo.com/news/emerging-stocks-set-longest-monthly-090911615.html,https://s.yimg.com/ny/api/res/1.2/LEWA6f6TcrTVBZsKOth4xQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MzI-/https://media.zenfs.com/en/bloomberg_holding_pen_162/602cfd3691ecbc47fcd08dfdfcf17cb2,2025-09-30T16:23:27Z,2025-09-30 16:23:27.000000,"(Bloomberg) -- Emerging-market stocks are on track for a ninth straight month of gains, the longest winning streak since 2004, as inflows accelerate and investors continue to pour money into Asian te… [+2234 chars]",headlines,,61,159,214,34,1,1,2025,9,30,16,Tuesday,40,2025-09-30,12,21,AI,268,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1715226824530176124,bloomberg,Bloomberg,Natalie Lung,"DoorDash Unveils Delivery Robot, Smart Scale in Hardware Debut - Bloomberg.com","DoorDash Inc., the largest food-delivery app in the US, unveiled a delivery robot and a smart scale for restaurants, showcasing the company’s yearslong effort to develop hardware.",https://www.bloomberg.com/news/articles/2025-09-30/doordash-unveils-delivery-robot-smart-scale-in-hardware-debut,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iyAE8gjILB2o/v1/1200x800.jpg,2025-09-30T15:48:39Z,2025-09-30 15:48:39.000000,"DoorDash Inc., the largest food-delivery app in the US, unveiled a delivery robot and a smart scale for restaurants, showcasing the companys yearslong effort to develop hardware.
DoorDash co-founder… [+534 chars]",headlines,,78,179,213,31,1,1,2025,9,30,15,Tuesday,40,2025-09-30,11,27,General,346,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
1808626802417768800,,STLtoday.com,By Kurt Erickson St. Louis Post-Dispatch,"Kehoe pushes ban on candy, soda purchases with SNAP benefits",Industry groups and dieticians successfully blocked lawmakers from implementing the program last spring,https://www.stltoday.com/news/local/government-politics/article_7aeed91d-7554-4893-976c-acf4feb15a66.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/f/0c/f0c0e6eb-b11a-526c-b047-3215dafd3233/67e57a153f922.image.jpg?crop=1326%2C696%2C15%2C40&resize=1200%2C630&order=crop%2Cresize,2025-09-30T17:00:00Z,2025-09-30 17:00:00.000000,JEFFERSON CITY  Missouris Republican governor wants to sidestep reluctant lawmakers and join at least a dozen other states in banning food stamp recipients from using their federal benefits to buy ca… [+5459 chars],headlines,,60,103,214,33,1,1,2025,9,30,17,Tuesday,40,2025-09-30,10,13,General,749,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2033692128762053953,,Slate Magazine,Jenée Desmond-Harris,Help! My Fiancé Wants Me to Cut Back on Working Out. His Reason Might Make Me Call Off the Whole Wedding. - Slate,This is the last straw.,https://slate.com/advice/2025/09/marriage-advice-fiance-working-out-gym.html,https://compote.slate.com/images/bfbbe3c7-3fef-4362-9a48-78bb2b0d1b3d.jpeg?crop=1560%2C1040%2Cx0%2Cy0&width=1560,2025-09-29T10:00:00Z,2025-09-29 10:00:00.000000,"Dear Prudence is Slates advice column. Submit questions here.
Dear Prudence,
Ilove exercise. I run every day, regularly work out, and go to spin classes. Its the only way Ive found to keep my menta… [+10422 chars]",headlines,,113,23,215,37,1,1,2025,9,29,10,Monday,40,2025-09-29,23,5,General,819,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2143102293418172560,,Linkedin.com,Rx Retail Tech And In-store Automation,Global Isoxaflutole (Cas 141112-29-0) Market Trends: AI-Driven Marketing and Personalized Recommendations,Global Isoxaflutole (Cas 141112-29-0) Market Trends: AI-Driven Marketing and Personalized Recommendationslinkedin.com,https://www.linkedin.com/pulse/global-isoxaflutole-cas-141112-29-0-oifle,https://media.licdn.com/dms/image/v2/D4E12AQHGcKal4CitwQ/article-cover_image-shrink_720_1280/B4EZmYs6XmIMAI-/0/1759203534921?e=2147483647&v=beta&t=hvNv3YE9RWzgPBkV0c8lFb-hKsxS7twvGH8LRE2te7M,2025-09-30T17:06:32Z,2025-09-30 17:06:32.000000,"Download Sample""Preview the Market Report Instantly."" Special Discount  ""Unlock Exclusive Savings Today."" Buy Now ""Get the Full Report Now.""
The Global Isoxaflutole (Cas 141112-29-0) Market, estimat… [+14694 chars]",headlines,,105,117,215,28,1,1,2025,9,30,17,Tuesday,40,2025-09-30,11,11,AI,554,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2256805565298062820,,Aboutamazon.com,Amazon Staff,Ring introduces its first-ever 4K cameras and AI feature that helps find lost pets - about Amazon,Ring's new technology powers neighborhood safety with ultra-clear video and features that turn cameras into community tools for pet owners.,https://www.aboutamazon.com/news/devices/ring-camera-4k-home-security,https://assets.aboutamazon.com/dims4/default/d9769fd/2147483647/strip/true/crop/2000x1000+0+0/resize/1200x600!/quality/90/?url=https%3A%2F%2Famazon-blogs-brightspot.s3.amazonaws.com%2F68%2F1b%2F390a36364673ac5bf5be372d1e2b%2F20250611-lifestyle-outdoorcampro-plugin-home-exterior-wall-wht-rgb.jpg,2025-09-30T14:38:55Z,2025-09-30 14:38:55.000000,"Alexa+ is our next-generation AI assistant that gets things doneit solves daily problems, keeps you entertained, helps you stay connected, and can converse about virtually any topic.",headlines,,97,139,182,27,1,1,2025,9,30,14,Tuesday,40,2025-09-30,17,20,AI,467,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2359294495435656752,,MassLive.com,Christopher Smith | csmith@masslive.com,"Red Sox 2025 Wild Card roster announced: All 3 young pitchers, both speedsters make it - MassLive",The Red Sox have announced their 2025 American League Wild Card roster ahead of Tuesday’s Game 1.,https://www.masslive.com/redsox/2025/09/red-sox-2025-wild-card-roster-announced-3-rookie-pitchers-both-speedsters-make-it.html,https://www.masslive.com/resizer/v2/NZSP3JWZBNHH3MKQPLSM36IW34.jpg?auth=e38a006ba556db23759b4700f6b337ca712d449f3e22d4f026bdfbf9e53a1f51&width=1280&smart=true&quality=90,2025-09-30T14:40:00Z,2025-09-30 14:40:00.000000,"NEW YORK The Red Sox have announced their 2025 American League Wild Card roster ahead of Tuesdays Game 1.
Boston will carry 12 pitchers and 14 position players. 
The roster includes all three young… [+2588 chars]",headlines,,97,97,214,36,1,1,2025,9,30,14,Tuesday,40,2025-09-30,17,17,General,252,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2365603019449720347,,Investor's Business Daily,Unknown,"Drone, Space Stocks Diverge On Firefly Explosion, Draganfly Army Contract - Investor's Business Daily",Firefly Aerospace stock tumbles after rocket explodes during preflight test. Draganfly soars on U.S. Army drone contract.,https://www.investors.com/news/firefly-aerospace-fly-stock-alpha-rocket-preflight-test-draganfly-breakout-u-s-army-drone-contract/,https://www.investors.com/wp-content/uploads/2025/09/Stock-FireFlyAerospace-Alpha-co.jpg,2025-09-30T14:13:00Z,2025-09-30 14:13:00.000000,"Information in Investors Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. … [+1064 chars]",headlines,,101,121,214,32,1,0,2025,9,30,14,Tuesday,40,2025-09-30,14,17,AI,367,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2419896697391631180,,CNA,Unknown,PsiQuantum breaks ground on Chicago quantum site after $1 billion funding,"U.S. quantum computing startup PsiQuantum said on Tuesday it has started the construction of a facility at Chicago's Illinois Quantum and Microelectronics Park (IQMP), as it capitalizes on a fresh $1 billion funding round.The site, located at a former U.S. St…",https://www.channelnewsasia.com/business/psiquantum-breaks-ground-chicago-quantum-site-after-1-billion-funding-5378296,"https://dam.mediacorp.sg/image/upload/s--xXLKgxPo--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2025-09-30T170233Z_1_LYNXNPEL8T0VK_RTROPTP_3_CHIPS-SILICON-PHOTONICS.JPG?itok=KCHYg_jE",2025-09-30T17:02:33Z,2025-09-30 17:02:33.000000,"U.S. quantum computing startup PsiQuantum said on Tuesday it has started the construction of a facility at Chicago's Illinois Quantum and Microelectronics Park (IQMP), as it capitalizes on a fresh $1… [+1322 chars]",headlines,,73,260,214,33,1,0,2025,9,30,17,Tuesday,40,2025-09-30,11,41,General,575,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2479267628251603662,,GlobeNewswire,RelationalAI,RelationalAI Recognized as “One to Watch” in Snowflake’s Modern Marketing Data Stack Report,"As marketing teams race to adopt AI, RelationalAI delivers structured reasoning and fast answers to business-critical questions—natively inside Snowflake As marketing teams race to adopt AI, RelationalAI delivers structured reasoning and fast answers to busin…",https://www.globenewswire.com/news-release/2025/09/30/3158968/0/en/RelationalAI-Recognized-as-One-to-Watch-in-Snowflake-s-Modern-Marketing-Data-Stack-Report.html,https://ml.globenewswire.com/Resource/Download/007feab7-005e-4e68-bd43-a91682ca2385,2025-09-30T17:00:00Z,2025-09-30 17:00:00.000000,"SAN FRANCISCO, Sept. 30, 2025 (GLOBE NEWSWIRE) -- RelationalAI
, a leader in enterprise AI, has been recognized as a One to Watch in the AI/ML Development &amp; Deployment category of The Modern Mar… [+3673 chars]",headlines,,91,260,214,36,1,1,2025,9,30,17,Tuesday,40,2025-09-30,13,35,AI,839,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2534254892900292585,,NPR,Isabella Gomez Sarmiento,Spotify's Daniel Ek announces that he'll step aside as CEO,"The founder of the world's biggest music streaming service says he'll remain at the company as Executive Chairman, and will be replaced by two co-CEOs.",https://www.npr.org/2025/09/30/nx-s1-5558012/spotifys-daniel-ek-announces-that-hell-step-aside-as-ceo,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5000x2811+0+234/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5b%2F4d%2F302a013f4336be915a3fe3240e40%2Fgettyimages-2184632198.jpg,2025-09-30T16:33:07Z,2025-09-30 16:33:07.000000,"Daniel Ek, who co-founded Spotify and has been the most visible face of the company as it has grown into the world's biggest music streaming service, has announced that he will step down as the strea… [+4263 chars]",headlines,,58,151,214,38,1,1,2025,9,30,16,Tuesday,40,2025-09-30,10,25,General,225,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2543022145342337985,,9to5Toys,Reinette LeJeune,Save up to 28% on BougeRV’s portable electric coolers for any of your vehicles starting from $160 (Reg. $190+),"Through its official Amazon storefront, BougeRV is offering up to 28% discounts on a lineup of 12V portable electric fridge/freezers, starting with the 23-Quart Portable Cooler at $159.99 shipped, with other 30, 42, and 53-quart sizes available below the fold…",http://9to5toys.com/2025/09/30/bougerv-portable-electric-coolers-from-160/,https://i0.wp.com/9to5toys.com/wp-content/uploads/sites/5/2025/09/BougeRV-12V-23-quart-portable-electric-cooler-2.jpg?resize=1200%2C628&ssl=1,2025-09-30T16:27:46Z,2025-09-30 16:27:46.000000,"Through its official Amazon storefront, BougeRV is offering up to 28% discounts on a lineup of 12V portable electric fridge/freezers, starting with the 23-Quart Portable Cooler at $159.99 shipped, wi… [+3439 chars]",headlines,,110,260,214,32,1,1,2025,9,30,16,Tuesday,40,2025-09-30,19,40,General,608,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2551833657892088415,,pymnts.com,PYMNTS,From Vibes to Vibe Working: This Week’s Big Tech AI Moves,"Meta, Microsoft and Google DeepMind each detailed new artificial intelligence initiatives this week, underscoring how the technology is becoming a regular part of product strategies rather than a separate experiment. The announcements spanned consumer platfor…",http://www.pymnts.com/news/artificial-intelligence/2025/vibes-vibe-working-big-tech-ai-moves/,https://www.pymnts.com/wp-content/uploads/2025/09/Microsoft-Meta-Google-AI.jpg,2025-09-30T16:34:05Z,2025-09-30 16:34:05.000000,"Meta, Microsoft and Google DeepMind each detailed new artificial intelligence initiatives this week, underscoring how the technology is becoming a regular part of product strategies rather than a sep… [+3624 chars]",headlines,,57,260,214,31,1,1,2025,9,30,16,Tuesday,40,2025-09-30,11,35,AI,318,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2626360433154938636,,Aboutamazon.com,Amazon Staff,"Amazon unveils the next generation of AI-powered Echo devices, purpose-built for Alexa+ - about Amazon","Introducing our most advanced Echo devices yet, featuring premium audio, next-generation AI processing and Omnisense sensor fusion for more proactive and personalized Alexa+ experiences.",https://www.aboutamazon.com/news/devices/amazon-new-echo-devices-alexa-plus,https://assets.aboutamazon.com/dims4/default/43ebda6/2147483647/strip/true/crop/2000x1000+0+62/resize/1200x600!/quality/90/?url=https%3A%2F%2Famazon-blogs-brightspot.s3.amazonaws.com%2F07%2Ffe%2Fb51fae6a4b178f5ee434e6163ae9%2Fpanospanay-echo-2025.png,2025-09-30T17:21:42Z,2025-09-30 17:21:42.000000,"Alexa+ is our next-generation AI assistant that gets things doneit solves daily problems, keeps you entertained, helps you stay connected, and can converse about virtually any topic.",headlines,,102,186,182,27,1,1,2025,9,30,17,Tuesday,40,2025-09-30,15,24,AI,103,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
2700980038682885371,,CMSWire,pr@cmswire.com (Andrew Neff),"Voice AI Market Outlook: Vendors, Verticals and the Road to 2030","A five-year forecast shows bold growth, diverse use cases and a vendor landscape that’s only getting more crowded. Continue reading...",https://www.cmswire.com/customer-experience/voice-ai-market-outlook-vendors-verticals-and-the-road-to-2030/,https://www.cmswire.com/-/media/54e17bad59e74a588dd063d1a760b770.ashx,2025-09-30T17:14:39Z,2025-09-30 17:14:39.000000,"The Gist
<ul><li>Beyond customer service.Voice AI is already embedded in daily life, with new applications set to drive business growth and enhance CX.</li><li>Choosing the right provider.A vertical… [+8835 chars]",headlines,,64,134,214,29,1,1,2025,9,30,17,Tuesday,40,2025-09-30,11,20,AI,5,2025-10-01 13:21:47.255931,2025-10-01 13:21:47.258944
